"Subject" "Activity" "Body.Acceleration.X.Mean" "Body.Acceleration.Y.Mean" "Body.Acceleration.Z.Mean" "Body.Gyroscope.X.Mean" "Body.Gyroscope.Y.Mean" "Body.Gyroscope.Z.Mean" "Total.Acceleration.X.Mean" "Total.Acceleration.Y.Mean" "Total.Acceleration.Z.Mean" "Body.Acceleration.X.Std" "Body.Acceleration.Y.Std" "Body.Acceleration.Z.Std" "Body.Gyroscope.X.Std" "Body.Gyroscope.Y.Std" "Body.Gyroscope.Z.Std" "Total.Acceleration.X.Std" "Total.Acceleration.Y.Std" "Total.Acceleration.Z.Std"
22 3 0.000419886200851562 0.00211988820535904 0.000238119463679348 0.000319474773362092 -0.00287144243237262 -0.00351982022656267 1.00903457686821 -0.0404444359982337 0.0983435022257133 0.0054477151074549 0.0324697887196064 0.0143431062391421 0.0730699878922425 0.052739118593811 0.0602203583763721 0.0226722305016595 0.107035563153722 0.0842381810795333
23 3 -0.000275798723961395 0.00195530361823665 -7.36631659222925e-05 0.0362959906324613 0.00364323656533944 0.00825595853670124 1.01718602858297 0.054138514421681 0.15889204623187 0.0107427175650546 0.0743479807426449 0.0489980415979885 0.181548471362913 0.111782598904427 0.142146804819917 0.0136127218032593 0.0531934234002749 0.0500640515059816
24 3 -0.000983288043341724 0.00242657762831843 -0.00226050629173466 -0.00889024844886429 0.000823697397860243 0.0149002916979832 1.0172673635272 0.18959043433941 0.212505347741597 0.0614266063818227 0.125150493440281 0.0969538505364683 0.270405395842793 0.244072057210013 0.20967484873239 0.0139070953566126 0.021425209940979 0.0396014088837585
25 3 -0.000972283144044316 0.00419052392693359 0.00372771413777344 0.08502607612007 0.0184265218043427 0.0205594723689776 1.01398478945313 0.305354083856356 0.269097736441315 0.130427961461886 0.134839891534498 0.106751434121664 0.346231745575023 0.336712259610719 0.234964201723568 0.0550006803240175 0.025860845674141 0.0417721571500765
26 3 0.000551746106890625 -0.00622365421018625 0.000664408016772656 0.0835388533107492 0.0140601389207344 0.0390306939219969 0.9936342456875 0.489703119035156 0.397319856473272 0.206580150354245 0.169668917342998 0.130187478022511 0.459036869763803 0.388724286930475 0.237431359159341 0.159001078987907 0.0121866769796801 0.0211315003325406
27 3 0.00140626391898889 0.00119591076009126 0.0028988911228995 0.0269060812029821 0.0186023455517383 0.03483987691144 0.979618625213068 0.624360997851563 0.536315819309428 0.227844567279599 0.158054584155473 0.132451577686385 0.416457623305919 0.477164495321913 0.279432029939171 0.243223881064971 0.00671229350909799 0.01668463492573
28 3 0.00127865089584579 -0.00573148245407269 0.000246455078383152 0.09986563698018 0.0312599527789844 0.035428230131301 0.983617571450408 0.778358752017663 0.678358347605299 0.258133926053861 0.163333730702079 0.141736589028935 0.485927254861689 0.457661157630656 0.308668364310277 0.25219333723848 0.0107399219958083 0.00956259121900679
29 3 -0.000657558251591797 0.00339498158441406 -0.00410203001844401 0.166056730756283 0.000180943559915364 0.0186475320099756 0.990174257364909 0.875599492220052 0.818432784342448 0.271572087667124 0.181870213493588 0.149456200197204 0.506988417466852 0.494832559814029 0.332356333787726 0.263131501351869 0.00517327326517896 0.0102188320126518
30 3 -0.000215297821685988 0.00974195750700731 0.00871750350486391 0.227334539524423 0.0313228808263508 0.0391980572741116 0.99248219436744 0.971759826159274 0.914353022857863 0.344785251548543 0.18958832237418 0.166449367409156 0.574854494005833 0.692861065205885 0.426082828734746 0.344625552139768 0.00566135327619673 0.00717527332189104
1 4 -0.00383742395508805 -0.0098363457542092 -0.0124546580343588 -0.162827223572334 -0.0449156284999206 -0.00969933553958582 -0.143840087882515 -0.372716968095107 -0.531262164726048 0.33818056689783 0.189698796582487 0.163483729007004 0.603517771892809 0.686793955435739 0.470332577622794 0.0141172712960438 0.156883500906929 0.141046394941567
2 4 -0.00598457804608232 -0.00155434980500191 -0.00509186329859184 -0.19511874906229 -0.0195332732393521 -0.0222436015752915 -0.0205457826617496 -0.296744732279156 -0.349738664429268 0.275184102667609 0.174258453289557 0.134450343037034 0.494841904663687 0.609117655614434 0.351659404664661 0.0110677685939519 0.164389483346309 0.107596293453008
3 4 -0.0062096062346804 -0.00139512696256155 -0.00661970029063469 -0.0767253806173698 -0.0262468621417022 -0.0255557294316288 0.0434823370639441 -0.264222402536867 -0.27119464654147 0.268684750893804 0.173010764208636 0.125589063365282 0.503014437753339 0.493099128051948 0.318332611866445 0.0088088415870108 0.143151381813993 0.120062154658547
4 4 -0.00137807271970905 -0.00350849455295649 -0.00299958537196018 -0.14743502603472 -0.00934081341299704 -0.0301219396268898 0.117102566054997 -0.272621565088429 -0.238582135977876 0.265075405206003 0.154644520517269 0.121438233124695 0.450013382094086 0.427553789882947 0.274030148785903 0.00721005244541886 0.154919519422739 0.107008141220799
5 4 0.0017466142896609 -0.00307148944732214 -0.00203383190303158 -0.10543471007633 -0.00849520239056566 -0.0181658891594664 0.177776551911569 -0.262467897872656 -0.187105046425655 0.270947033007361 0.138224866936108 0.123935737022011 0.399791444947361 0.363168575523148 0.293762589225941 0.0073489382879532 0.0973514661198184 0.0911021720558721
6 4 -0.00527357712619318 -0.00546482672258026 -0.000651186072893182 -0.0544952440694602 -0.0112043923817457 -0.0169562541808864 0.258917556899148 -0.262544457859706 -0.185040165502695 0.245227730379989 0.110788654956486 0.0969242196122506 0.414096550513038 0.396222674866677 0.21910631591061 0.00694537915008935 0.129820140723529 0.113165666867338
7 4 -0.00173511819243634 -0.00709917812423322 -0.006210411796739 -0.0525197135940422 0.00404051910992187 -0.00992558706276042 0.934217800462963 -0.234060187958244 -0.12687227503066 0.222334732188085 0.0856370933748941 0.0994276971059023 0.397118401006003 0.250119837567912 0.240765484314858 0.313268612798208 0.118909333247646 0.101082993500095
8 4 -0.00612799583355232 -0.00189324760950829 0.00148606770157955 -0.0136520473912015 -0.0147268146103681 -0.000513716533860086 0.933945852254972 -0.23564105405947 -0.123910294236139 0.225108281002855 0.0667473190591925 0.0663225355735377 0.276305543440158 0.276777697863839 0.156288864916638 0.295966152729175 0.0982901220178619 0.0972363085474508
9 4 -0.00155860885069615 8.37695173430525e-05 -0.000804450820614816 -0.0049160926276762 -0.0132805605181918 -0.00354737887627538 0.961442501953125 -0.226861212863485 -0.0957998380750993 0.1293760891252 0.034609044806168 0.0302936477712043 0.151916633575983 0.149609324773683 0.0956361002000595 0.285148605355046 0.105491411041159 0.108098835442108
10 4 -0.000285148924962673 0.000351903825117622 0.00139564717582049 -0.00976251970620009 -0.0114136800474449 -0.00153122308202257 0.966937268619792 -0.233950009868924 -0.0972203089701888 0.065284617702087 0.026421694173692 0.0242154383279659 0.153965454585351 0.0945727366995455 0.0724657000492392 0.277100443521106 0.103793186754824 0.111725526180716
11 4 -0.00128058190413249 8.34065065414541e-05 -0.000233624204866709 -0.00206429335894308 -0.000293821334069356 -0.0020326370564257 0.942763634406888 -0.186472246647529 -0.0729944573139987 0.0252268780278042 0.013667123876574 0.0215969254551319 0.115955533896342 0.0425921138760616 0.0529710232286258 0.225553627536113 0.0648861416257471 0.0882513808767826
12 4 -0.00302900245408337 0.00046121858570456 0.000313762963098693 -0.00141136206354526 0.00397809481215402 -0.00165569589845217 0.955929044084821 -0.184914749165992 -0.0526589819900749 0.0299003601868617 0.0271040699481099 0.00711163683661391 0.0352799747349252 0.0629314865944929 0.0312032280518206 0.233169577724092 0.0792394394511581 0.0830612103251327
13 4 -0.000232041636539969 -0.00137425903488541 -0.00252735503590242 -0.0117362226187359 -0.00722089249238938 -0.00249071176794391 0.973387655984375 -0.181164585808906 -0.0172275393937813 0.00453704548342786 0.0192515619156549 0.0176419842232305 0.0206522004534609 0.0556517650674137 0.0388236967253149 0.248136667923455 0.0800444425193511 0.0864659549361514
14 4 -0.0018454073033753 0.000630803949158173 -8.31833757371244e-05 0.00317506254281284 0.00054803286520012 0.00390470120458724 0.954468220913462 -0.168504194967473 -0.024415831841848 0.0156189460957106 0.0123091993424378 0.00871899865915824 0.0277528572843403 0.0168909739519347 0.0319950378329678 0.179865188109509 0.0727949585104127 0.0751331357047619
15 4 0.000361381021709766 0.0016939200280215 -7.05025884666371e-05 -0.0186915963258808 -0.00227838711900337 -0.00120408193401154 0.967037498135653 -0.184129330212322 -0.0111668206517791 0.00484294819381174 0.0167101371883112 0.0099566273206705 0.0353124597860374 0.025225252140414 0.0244755487439533 0.179880164064303 0.124670766507796 0.0802620533205305
16 4 -0.000326302215605479 7.47733569740564e-05 0.000717001099694566 -0.00674445694632312 -0.00218241384819864 0.000138618533985755 0.966129771610187 -0.14551280716813 0.010211160433609 0.00884803008176774 0.0103270049253017 0.0119535061425711 0.017713266438082 0.0230830245052436 0.01240088163106 0.126648037948884 0.116582195122671 0.0651186446669215
17 4 0.00054137220517328 0.000904054511016941 0.000434439186647671 0.000852157172827257 -0.000175650878810937 -0.0036418107425487 0.965849973958333 -0.119399225075697 0.0279033162245544 0.0280793936239782 0.00982377590422072 0.00766827457798516 0.0183471372552404 0.0198942266625336 0.0236228916280141 0.0884510068560662 0.110018426112648 0.0673910406042189
18 4 -0.000178312141886282 0.000157775078356184 -0.000833755056746875 0.00547908980749211 0.000630166050466631 0.00137085904740801 0.979895196292373 -0.116365401612666 0.0563778844086732 0.00350614433173698 0.0141114201043533 0.0177901570262407 0.0213335107307635 0.0362359954239471 0.0147733212059635 0.0553735298819915 0.111277097198184 0.0430011584270491
19 4 -0.00113605045051238 0.000530464393428567 -0.000872411857916961 0.00244336243102433 0.000348121964893569 -0.000206046380806386 0.990352863405797 -0.0767256114773793 0.0642320469399124 0.00924365449403873 0.0101933670501836 0.0117905179667916 0.0208330141953833 0.0321574211133709 0.0132890859528081 0.0336648310806136 0.0785384401666792 0.0450335600966776
20 4 0.000393836759648597 -0.000850556494088135 0.000719564302147925 -0.00367028747080432 -0.00222773908873052 0.00238699307412738 0.994446915026855 -0.0388443451914949 0.0757836506642297 0.0123777008713437 0.0226409300857529 0.0118288937727474 0.0383803840367707 0.0452206662015721 0.063489810885012 0.0563505162035874 0.0618405076903818 0.0625862169110544
21 4 -0.000196456233218353 0.000262374305988442 -0.000179107680382577 0.0181306044185293 0.00188695298909857 0.00176487034370122 1.00860351262842 -0.0452845050765796 0.0953005605061462 0.00881393228932692 0.0183493786940265 0.0207904734144792 0.0584934987960213 0.0340827263997406 0.0451360828155078 0.0282129247325042 0.086646076838188 0.0596430059639152
22 4 -0.000896452026832665 0.00169254613206804 -1.98904108844668e-05 -0.00637341001016774 0.00146435045931074 0.00225230272253998 1.00994192880515 0.00829344623756158 0.129167443343735 0.00534683492685224 0.0253727584593521 0.0361594884695435 0.0812533128411525 0.0809782655404938 0.107321544904638 0.0271849792266583 0.0753310932471051 0.0572707635609017
23 4 5.51633591415701e-05 -0.0016794723202442 0.00109687392535379 0.00810007661146031 0.000765801903715474 0.00666087110235723 1.01297261016885 0.0590727640995741 0.163257820594725 0.0150600553149605 0.071029672191663 0.048754870477294 0.140961048715712 0.0910526097594186 0.135989944950197 0.0189967751723914 0.0513190294253673 0.0463515515999755
24 4 -0.000359599454863971 -0.0012423664683989 0.003785604667973 0.00502935692240005 -0.00409028171990395 0.0062281232276528 1.01737938753447 0.141319161143455 0.200899023768618 0.0476821756478711 0.104137963697503 0.0662892323339631 0.260520682097189 0.166034077624985 0.201565217517185 0.0101350483516853 0.0418739166773934 0.0380558214737451
25 4 0.00240562080680541 -0.00137135987120349 -0.0028391351105012 0.0699426292672476 0.0152609340270264 0.014925345790711 1.01880633700721 0.250338380735534 0.245078378663365 0.0758226298516084 0.133017457473603 0.11051782322951 0.334699332869285 0.338286868547129 0.241630170451941 0.0127494919035237 0.0352749347705269 0.0403501647418974
26 4 0.00103387537040415 0.0013347488091905 0.00329875420746625 0.0320899281372387 0.0225682058255058 0.0153974054704247 1.00352524578325 0.445817104786258 0.320166616200815 0.161834057667841 0.154565291404752 0.133861151853298 0.384430977597301 0.376581604806627 0.254977368870951 0.130234528017797 0.0151890666948305 0.0427481922402063
27 4 0.00127543626906585 0.00273558023667299 0.0010451722585952 0.0274344484287723 0.0282523026116093 0.0284003162640179 0.987026543448661 0.584892582924107 0.499548660956473 0.224881277800264 0.156749174822505 0.118740788887582 0.459872907188176 0.416279278021619 0.282439650510189 0.240679355558878 0.00695665749580059 0.0163727115669464
28 4 0.000601404496777344 -0.0017112209086556 0.00174088486237196 0.0891505413368381 0.018560481462711 0.0250066130170139 0.979177525520833 0.748039073068576 0.643595274567057 0.251693511113754 0.174896876749791 0.138555114852149 0.455427972202739 0.471745334550473 0.334472473262872 0.238188694463917 0.00558719550104852 0.0100249866160813
29 4 0.00217350760025924 0.000227432872704427 0.00115305493283333 0.187049459421361 0.0299104538774746 0.0389472581648568 0.980198435729167 0.844062158875391 0.790490281445313 0.251743188992375 0.157656445359303 0.15318308600327 0.483942558793632 0.4732914657654 0.320365916189684 0.262905804894901 0.0145330577158357 0.00765952508948285
30 4 0.00124529872104083 0.00963002568425302 0.00155557549376292 0.120208340543649 0.0132000465466104 0.00672569897262601 0.99056059140499 0.936374586033934 0.878876903213206 0.313520381104576 0.19134793007838 0.169964656926849 0.552888883943825 0.583755979474892 0.378332763896165 0.317374837692832 0.0100347341419822 0.00860335422209891
1 5 -0.0172399228658889 -0.0106867547539453 -0.0139973130841787 -0.147459529673733 -0.0308908348515673 -0.020214425839616 -0.169986174474221 -0.464355899153838 -0.563460310552268 0.341717221012046 0.192983116733666 0.178273295144122 0.625798659970877 0.683938678401829 0.441725215459879 0.0142277813468221 0.137824712569882 0.132896699017997
2 5 0.000337038342923438 -0.00246967061186563 -0.00171285905268125 -0.195558892644823 -0.00104212936444547 -0.0510141943048906 -0.00361524606547531 -0.308433425299016 -0.302094214973125 0.315061983108501 0.169824800141166 0.138827621620965 0.550703300253013 0.562856673317483 0.305856409519393 0.0104307460702135 0.141112429406426 0.106809821920499
3 5 -0.0061984541528142 0.00127566643400594 -0.00585352614888077 -0.127878603210887 -0.0180609913138021 -0.0216301131195654 0.0477468915487432 -0.317786081315931 -0.237199227245829 0.292789296926611 0.155060421576199 0.139132400352308 0.490214745583509 0.495414777063393 0.312214769730107 0.00617068666166992 0.117174674749615 0.134485720431763
4 5 -0.00120860421997884 -0.000980110318242187 -0.00855135276163835 -0.111663337226302 -0.0226978453313704 -0.0332036906839126 0.117182189487305 -0.282954349380275 -0.224215366262539 0.299732392441013 0.153405577570677 0.113737666896464 0.454765127650612 0.431419535292708 0.278409400951581 0.00742366962800011 0.13748468751151 0.0851082849624443
5 5 0.000650539023913935 -0.00616878590957454 -0.000450635336463884 -0.0528264409737756 -0.0144215774158671 -0.0211672693092012 0.165058548373463 -0.281806094571095 -0.204148322179145 0.2593326507594 0.136617194206464 0.118508722154154 0.419636869190021 0.392931984801889 0.297930050595618 0.00912616599690796 0.105781049788528 0.105050725936045
6 5 -0.000797176431418527 -0.000435493732630692 -0.00593983537425011 -0.0661022270689922 -0.00999584856392411 -0.0203791009941083 0.249321247080804 -0.257628661775993 -0.178537995881913 0.2431667263126 0.133998524857943 0.102597287865223 0.375648569911774 0.338502422944428 0.258307707021237 0.00923637883606273 0.108630163280367 0.112428068526342
7 5 0.00110978041726315 -0.00169254231156162 -0.0042514791766033 -0.0499693935148896 -0.0189445361168362 -0.0034383376774442 0.928746496432292 -0.24437009854902 -0.153853102185032 0.230467332836733 0.0752565800633467 0.0758673703154397 0.274990077899303 0.284797210779595 0.200936970086175 0.285628420179012 0.132604330612604 0.0992799246000024
8 5 6.44207125781252e-05 -0.000682547452630269 0.000741864408679142 0.0368801088658103 -0.00829708721251762 -0.00119105076719713 0.950094902743459 -0.230641868898746 -0.0979716991449822 0.215279626780375 0.0399357643366955 0.0520437523512585 0.254743825228252 0.215064435442797 0.163448838810121 0.284358335317526 0.122244512322571 0.0783463842857468
9 5 -0.00109520622751291 -0.000319583231063678 0.000456972593664651 -0.00181762067166766 -0.00406917395048789 -0.00437991456909001 0.947989274411232 -0.21882453279518 -0.111090965289838 0.152856393615824 0.0419881872534964 0.0483253214416443 0.18395299420412 0.13901038622205 0.114359241322798 0.27368396114791 0.0992507797816256 0.0950467947134197
10 5 0.000346001776699653 -0.00332889556659751 -0.00113613792364873 0.0283172456114832 0.00489579320471875 -0.00424537748214468 0.947455551099537 -0.224999004043576 -0.101610932514843 0.0769630459841835 0.0417792492129645 0.0221319567102693 0.0969936243293037 0.11074336108604 0.0804074397369898 0.273873084890609 0.0944972870268755 0.0935696671055087
11 5 -0.0017522356788926 -0.000698028651987829 -0.00141719817767902 0.00298404800487774 -0.00935179651256099 -0.00529694833808036 0.967906991173246 -0.202087705302839 -0.0649750019169052 0.0282256062037543 0.0119029839877719 0.0195592241436122 0.0711378656164604 0.0938658051961908 0.0491350931179512 0.24509453317298 0.090613221148295 0.074048531862138
12 5 -0.000596103610371916 -0.000163570148823074 -0.000697500403620016 0.00573411396368508 -0.00511915825232 -0.000954829638688173 0.967512329647091 -0.187171803325337 -0.0601867902167403 0.0130229978663048 0.015206691052797 0.00841268427656443 0.0303254998639957 0.0543498838233165 0.0111513129109937 0.243161991051747 0.0901809429756202 0.0920248950506195
13 5 -0.000286422450699488 -0.0010391303149062 0.00100488497611086 0.000376438083168642 0.00142528309840625 -0.00136956027061385 0.966192992887931 -0.196012928956556 -0.0524449106925647 0.0086441563128883 0.0201105123764221 0.0164464683410295 0.0304389965443796 0.0323645781001212 0.0301590330518106 0.227715597963057 0.0890686123279828 0.0864478599350265
14 5 -0.00134119796714175 0.000800604900739872 0.000300396332592031 0.00721428090712801 -0.00347055071853665 -0.001936844619929 0.963498485866477 -0.175384274279318 -0.0266728556988189 0.0120159210417314 0.0123166023202796 0.0100361452082704 0.0330142464720372 0.0631395809748562 0.0358442702465392 0.194458167108391 0.0842860523631664 0.0818937881167325
15 5 -0.00289257536498149 0.000372504654940562 0.000100112487798751 -0.00196520219412258 -0.00339733925082838 -0.00334614693546258 0.959307350430948 -0.160974034702645 0.00978434525604914 0.0140741681076487 0.0202234946830394 0.0142454489649492 0.0297018033349713 0.0161083730673293 0.0227544979820695 0.154677385497442 0.108891761447673 0.0619303698258141
16 5 -0.000458093408655872 0.000227470623745361 0.000401951814783887 -0.00187489103178306 -0.000504165394067627 -0.00054235705838553 0.958669664343262 -0.155721257545667 0.00932138292372119 0.0102129827265159 0.00790625147970702 0.0105364528171988 0.0126274706652561 0.0229416707977364 0.0310425440881691 0.120624682619285 0.0969633797323154 0.084474543156512
17 5 1.86208670468802e-05 0.000471529579937332 0.000965574809526721 -0.000366272059123568 -0.00115739937356745 -0.000796935825815755 0.968257542929687 -0.130718854136089 0.0384717413697331 0.00453797806661654 0.0132305222896952 0.0112856287922244 0.0223046788093476 0.0279024621681845 0.0125384099542819 0.105902664748384 0.123571403450194 0.0599932867295952
18 5 -0.000142288248920489 0.000947840938021521 0.00104256633825501 -0.000354339038663031 -0.000673861836925708 -0.000131252881615389 0.979280929554835 -0.122759477700822 0.0571051202424631 0.0230216308747812 0.0112109841069093 0.0191798927730758 0.0102835698518818 0.0127983594689472 0.0134918409202251 0.0596099435934409 0.1133340948691 0.0486377102561047
19 5 -0.000248093061845713 -0.000593897360074575 0.000245052214491867 0.00496473136979691 0.00174197154438546 0.00147757332491766 0.987981259254808 -0.0898841467148027 0.0622998379531901 0.0136639069081804 0.0168478740114318 0.0171698954009574 0.0289486689931604 0.0395166494959021 0.011503803903878 0.0441606333581806 0.09155887738855 0.0574021592615196
20 5 -0.00024146707805624 -0.00019062712515642 -0.000361105638859275 0.00234963652090307 0.00122531878720583 0.000459643106303285 0.997911821274038 -0.058097762021988 0.0746451246313151 0.00600788600313026 0.0199418645848497 0.0201828421330632 0.0409830513600907 0.0287205554203645 0.0112916853561943 0.0456172107514167 0.0802376618598017 0.0688190359570435
21 5 -0.000436913996084922 -0.00236872820439727 5.58280535035156e-05 0.000542940562080851 0.00230321117363648 0.00509093400477109 1.00590662542187 -0.0439871674958531 0.100170327808001 0.00786894972750007 0.0318027129014404 0.0143301777028902 0.046601216388797 0.0572780425428583 0.0522641667950443 0.0335423687758493 0.100316330955678 0.0655942947581369
22 5 -0.000935751191166532 0.00120291973553116 0.00261452886377583 0.00229710765617063 0.00477970600022341 0.000174700604571787 1.01337301669607 0.0260861999278478 0.140024539301586 0.01285044716152 0.0579241818088816 0.0309746651819242 0.0581900249230366 0.0484153124184729 0.0719098800407102 0.0148518980582024 0.0618918092671848 0.0519503198838016
23 5 0.000997830503452803 -1.89792459431796e-05 0.00450187598064348 0.00525149243077728 0.00328106975951587 0.0135940633733462 1.01168913172123 0.0764653351445932 0.156240066405347 0.017778256974623 0.0538815461167509 0.0543050191849827 0.110083591659996 0.112603638473759 0.112487068127719 0.0167756143206361 0.0415825233082598 0.051652463091241
24 5 -0.000614084081252447 0.00527784254132904 0.000746430809183824 0.0196944283841808 -0.00123031577603596 0.00487460841744301 1.01763989651884 0.120280200125767 0.201176483750248 0.0405308859805862 0.107885594819449 0.0753168144696747 0.216476324592652 0.201560708396118 0.208949671698382 0.022656392544034 0.0586976531449525 0.0268876691428268
25 5 0.00195881342216027 -0.000453442004458193 0.00271208744477629 0.0282294514686409 0.0044392242259887 0.0214843412952924 1.02090225964949 0.27157187590031 0.232550113261955 0.0633877768217023 0.140996661153409 0.109335473823064 0.313652485443706 0.290964312093483 0.20765587103679 0.0245038339650977 0.0128237896661147 0.0470106997246263
26 5 0.00496920825962532 -8.53655891895482e-05 0.00302091313086782 0.0631509134410832 0.0170369822264348 0.0186237325711381 0.999287216142314 0.435794833272371 0.31293449899053 0.168691222444078 0.150478823613136 0.12303997189215 0.359311032650102 0.388932768186533 0.253056590962818 0.105960135889741 0.00989356393468277 0.0385080805846472
27 5 0.00618866539776465 0.00246186076019141 0.00460313065348418 0.0727100517049902 0.0242654104201146 0.0206152765873691 0.987733755361328 0.585793703740234 0.50611400081334 0.221651466970389 0.163141807758207 0.129799184024216 0.437927367113423 0.445640088998347 0.276346672423063 0.230499253972366 0.0068463782295462 0.0133765175858493
28 5 0.00229700376876978 0.00490146160583762 0.00287544812295728 0.0789096026112015 0.0154741956144047 0.0378308770583916 0.983037777096519 0.740350464885285 0.643109573477057 0.247672211467509 0.165437291845476 0.137109452563932 0.464815150779449 0.470222956222965 0.312074416874709 0.253614677796858 0.0102149871978464 0.0100793645720763
29 5 0.0029161274096262 0.000653330327081731 -0.00143147042838774 0.121333834477393 0.0101725158335697 0.0170781237059736 0.990168722920673 0.840004574387019 0.779275165853365 0.275822036793344 0.167738523811672 0.150343523833139 0.484753001591599 0.461050059986051 0.350436015812894 0.269357765074064 0.00641457601146441 0.0067454506566956
30 5 0.000322852536606197 0.00810045936812195 0.00226450251323358 0.138945675040257 0.0185987947547219 0.0202467506157799 0.991152171302966 0.947540029528602 0.870580697974047 0.302876037643292 0.173815837107232 0.162986283455544 0.532269632222626 0.5314439541022 0.3951962055697 0.314616287766555 0.0053565639048286 0.00772164206078871
1 6 -0.0103560185416374 -0.00517071619905762 -0.00850560375470059 -0.273530980014383 -0.0221826053402344 -0.0363824478392824 -0.14501913825944 -0.271758252396527 -0.466534745918424 0.345401675252465 0.196571401314405 0.170334605105053 0.614252399317062 0.579625713539165 0.394513491193646 0.015913104296741 0.202758776017164 0.150553978370035
2 6 0.00169519944283131 -0.00829719146678819 -0.0057540726136616 -0.155775577339352 -0.0156823196722888 -0.02609664815091 -0.0239889570329486 -0.270974897015595 -0.326369636717028 0.302613766851666 0.177948689415955 0.144430768655504 0.521161787752529 0.601305500250255 0.332748343136232 0.00803382540009532 0.181604520929723 0.141703375870539
3 6 -0.00234494912847714 -0.00436642615183709 0.000750282625378279 -0.0977195875237027 -0.0112478719602334 -0.01742517872769 0.0522794037829407 -0.306494443933198 -0.275177855943953 0.287510071445477 0.159614362044315 0.146714490853959 0.471848060037139 0.451299755704329 0.341264751040502 0.0123716702503144 0.134458063955181 0.120321545747485
4 6 -0.00186929760912037 0.000327400877975984 0.000222206699065538 -0.0920026097999132 -0.0264532758689702 -0.0328880370241319 0.115189731184505 -0.273287041866862 -0.24260778936872 0.258849782915293 0.144304874280527 0.131522002185169 0.48116753046236 0.49793991857001 0.303441152881507 0.0121788696234363 0.147946929824732 0.0941106839028655
5 6 0.000247083792050568 -0.00383106644616229 -0.00514612312092921 -0.0771763722808239 -0.00451387701158262 -0.0209219826060488 0.184317166130445 -0.251596813591939 -0.216544646117376 0.254254569362439 0.151920170475969 0.101799239561607 0.41567803210932 0.429623158636673 0.281946897152614 0.00776370844799827 0.132352783842619 0.0986464988540542
6 6 0.00131256452610955 -0.000713601310600521 0.00229443256928628 -0.0645903079224826 -0.0345687166739219 -0.0238562159389983 0.273277454767361 -0.248639969502988 -0.177562222475036 0.248028870177877 0.139847099975624 0.10632201710591 0.376424882884562 0.303550785463995 0.228649450018448 0.0143801441051981 0.13784070834584 0.109630627750909
7 6 -0.00422517979019372 -0.000325483983194356 -0.00442108220274255 -0.0388927362156378 -0.0144243661424474 -0.00656858414182876 0.789304291491869 -0.266184389639381 -0.13580293480786 0.230553647132365 0.0844384601397059 0.0861376054069034 0.326635542445621 0.301762410335067 0.264411389758969 0.241020130850394 0.111996365373772 0.110357660356565
8 6 -0.0012732570357469 -0.0032269769211729 -0.00172754459662833 -0.0143620323276517 -0.00685576765087569 -0.00323404948376838 0.907791406560202 -0.245332988639332 -0.120780189660007 0.204822007295715 0.0769109289207515 0.0483180408402725 0.245845535783795 0.262654574860401 0.177801568287859 0.247956461617111 0.120597560809055 0.0840967787764816
9 6 -0.00497778421401259 0.000401952847213759 -0.00128237459706445 -0.0160909927104798 -0.0049459944470204 -0.0167367785192262 0.971692348046875 -0.211245959560299 -0.138218465441642 0.167459883604183 0.0222691501706451 0.0304974468781035 0.216017156806647 0.1397140280308 0.101305662002125 0.298660494607683 0.103653440579008 0.0793628060690003
10 6 -0.00411263434730432 -0.000647548356480035 0.000235197460384424 -0.0179095762778126 -0.00120626463529782 -0.00315941351945561 0.962101396661706 -0.210776481861584 -0.0987673686543601 0.0946998459298458 0.026817173675043 0.0345058944340917 0.097540531737264 0.121927374078317 0.0566513576964631 0.26938851315855 0.103465627382678 0.0938650225925461
11 6 4.29854016158609e-05 -0.000317415356345946 -0.000419351572686763 0.000674306913892541 -0.00193146053103906 0.000489023742636056 0.923654874793632 -0.201130355318072 -0.0559429090968603 0.0351389832758402 0.0121554494865909 0.0231117338226918 0.0507500238898056 0.0292699872914728 0.0391426984148262 0.196907106201051 0.0877582743412311 0.0933323440793369
12 6 -0.000794392412763633 -2.39947930572396e-05 -0.000946594406300802 0.00106211045307825 -0.00689731071162695 -0.00433673505578928 0.953409486523437 -0.191614625473776 -0.0704797761852555 0.0166231260048495 0.0122567827701063 0.0300103327162114 0.0544659633611201 0.0414389645412814 0.0370573954174697 0.209784016304064 0.082085998084133 0.102022544402089
13 6 -0.000303400799142263 -0.000344939680873948 0.00261579071142248 0.00975626017033115 0.000312650932216872 5.820822936942e-05 0.97493436313101 -0.177429103480814 -0.00211811169314303 0.0108331462299488 0.00879831300073501 0.0231985246147651 0.0469523322000928 0.031204221894665 0.0211309117344282 0.254030530582823 0.0942355543498108 0.0854337961557737
14 6 -0.000407532644770006 -7.06848747908761e-05 -0.000293817885115541 -0.00282559799020622 -0.000618208220150391 -0.00163765723633901 0.96545912875279 -0.189910995184961 -0.0212854751191867 0.00949225468395973 0.0206104339041366 0.0225427322780088 0.018676579228654 0.0283190826115047 0.0186324604710085 0.196033608172597 0.0918755773108352 0.0727969029882333
